fname,itp_pred,itp_pred_prob,its_pred,its_pred_prob
Uz_time_74_19_.npz,[80],[0.9705103],[374],[0.8964599]
Uz_time_74_20_.npz,[80],[0.96410197],[370],[0.8369566]
Uz_time_74_21_.npz,[78],[0.9637367],[358],[0.44217184]
Uz_time_74_22_.npz,[78],[0.95951974],[341],[0.8149769]
Uz_time_74_23_.npz,[79],[0.9559925],[345],[0.8262496]
Uz_time_74_24_.npz,[78],[0.9603484],[338],[0.7455951]
Uz_time_74_25_.npz,[79],[0.9642487],[341],[0.8465537]
Uz_time_74_26_.npz,[79],[0.95817727],[335],[0.44183037]
Uz_time_74_27_.npz,[79],[0.95717895],[331],[0.60390306]
Uz_time_74_28_.npz,[76],[0.95319057],[365],[0.41231984]
Uz_time_74_29_.npz,[76],[0.9542763],[344],[0.5129992]
Uz_time_74_30_.npz,[77],[0.9592024],[315],[0.8311051]
Uz_time_74_31_.npz,[77],[0.9666417],[309],[0.7778791]
Uz_time_74_32_.npz,[75],[0.96011],[278],[0.5919119]
Uz_time_74_33_.npz,[76],[0.9619717],[296],[0.75847846]
Uz_time_74_34_.npz,[75],[0.9600718],[282],[0.22230493]
Uz_time_74_35_.npz,[75],[0.96160156],[278],[0.5393858]
Uz_time_74_36_.npz,[75],[0.9604446],[279],[0.8781113]
Uz_time_74_37_.npz,[72],[0.95829535],[267],[0.7811002]
Uz_time_74_38_.npz,[74],[0.9548616],[269],[0.681992]
Uz_time_74_39_.npz,[74],[0.93086445],[269],[0.54151356]
Uz_time_74_40_.npz,[75],[0.95987105],[265],[0.3329906]
Uz_time_74_41_.npz,[70],[0.94623286],[262],[0.60553443]
Uz_time_74_42_.npz,[69],[0.9234066],[245],[0.7608955]
Uz_time_74_43_.npz,[70],[0.9162725],[248],[0.31769943]
Uz_time_74_44_.npz,[69],[0.93839765],[233],[0.8408538]
Uz_time_74_45_.npz,[71],[0.95475703],[229],[0.54876345]
Uz_time_74_46_.npz,[70],[0.9498044],[261],[0.7854828]
Uz_time_74_47_.npz,[71],[0.9377595],[262],[0.69596124]
Uz_time_74_48_.npz,[66],[0.7291699],[221],[0.47553107]
Uz_time_74_49_.npz,[69],[0.94707406],[226],[0.55526364]
Uz_time_74_50_.npz,[67],[0.9260898],[222],[0.24051632]
Uz_time_74_51_.npz,[68],[0.9452643],[203],[0.5805523]
Uz_time_74_52_.npz,[67],[0.94464797],[201],[0.73301923]
Uz_time_74_53_.npz,[67],[0.94531816],[209],[0.646183]
Uz_time_74_54_.npz,[67],[0.9646158],[207],[0.5365671]
Uz_time_74_55_.npz,[66],[0.9666402],[203],[0.48860246]
Uz_time_74_56_.npz,[65],[0.97550213],[178],[0.3576956]
Uz_time_74_57_.npz,[64],[0.9650967],[178],[0.381589]
Uz_time_74_58_.npz,[63],[0.95921075],[162],[0.57540506]
Uz_time_74_59_.npz,[62],[0.93121487],[202],[0.3280879]
Uz_time_74_60_.npz,[62],[0.96496457],[169],[0.6067257]
Uz_time_74_61_.npz,[61],[0.9511839],[129],[0.49783793]
Uz_time_74_62_.npz,[61],[0.97320676],[166],[0.5416335]
Uz_time_74_63_.npz,[60],[0.9624492],[161],[0.5619607]
Uz_time_74_64_.npz,[59],[0.9538244],[154],[0.49613705]
Uz_time_74_65_.npz,[57],[0.945297],[126],[0.5608013]
Uz_time_74_66_.npz,[55],[0.95182306],[114],[0.60366035]
Uz_time_74_67_.npz,[55],[0.9602063],[118],[0.74703324]
Uz_time_74_68_.npz,[54],[0.944021],[113],[0.463132]
Uz_time_74_69_.npz,[52],[0.94988054],[103],[0.6789476]
Uz_time_74_70_.npz,[48],[0.93669474],[99],[0.5157467]
Uz_time_74_71_.npz,[47],[0.95919544],[68],[0.6805748]
Uz_time_74_72_.npz,[47],[0.9572931],[68],[0.71449035]
Uz_time_74_73_.npz,[41],[0.84812295],[46],[0.49303398]
Uz_time_74_74_.npz,[41],[0.89822376],[],[]
Uz_time_74_75_.npz,[47],[0.9451477],[68],[0.67467237]
Uz_time_74_76_.npz,[47],[0.9468642],[79],[0.6052278]
Uz_time_74_77_.npz,[49],[0.9378794],[94],[0.6877373]
Uz_time_74_78_.npz,[51],[0.9638679],[106],[0.6439252]
Uz_time_74_79_.npz,[50],[0.9586193],[106],[0.62964666]
Uz_time_74_80_.npz,[49],[0.9266362],[114],[0.5286642]
Uz_time_74_81_.npz,[54],[0.9599271],[113],[0.636382]
Uz_time_74_82_.npz,[55],[0.949979],[117],[0.61094916]
Uz_time_74_83_.npz,[56],[0.9474207],[117],[0.68929464]
Uz_time_74_84_.npz,[58],[0.9117832],[],[]
Uz_time_74_85_.npz,[59],[0.96643203],[146],[0.56963944]
Uz_time_74_86_.npz,[62],[0.95809954],[178],[0.4729285]
Uz_time_74_87_.npz,[62],[0.95694506],[170],[0.6676271]
Uz_time_74_88_.npz,[62],[0.9477367],[183],[0.42083213]
Uz_time_74_89_.npz,[63],[0.9596074],[194],[0.57293946]
Uz_time_74_90_.npz,[63],[0.9606663],[191],[0.49832907]
Uz_time_74_91_.npz,[63],[0.9462076],[184],[0.39044306]
Uz_time_74_92_.npz,[66],[0.9602366],[200],[0.5125845]
Uz_time_74_93_.npz,[66],[0.9697766],[200],[0.6961018]
Uz_time_74_94_.npz,[64],[0.93489695],[434],[0.36190504]
Uz_time_74_95_.npz,[66],[0.9386878],[],[]
Uz_time_74_96_.npz,[68],[0.95164263],[218],[0.63716435]
Uz_time_75_01_.npz,[87],[0.96594226],[444],[0.39023843]
Uz_time_75_02_.npz,[88],[0.9593055],[],[]
Uz_time_75_03_.npz,[87],[0.9557526],[490],[0.4710374]
Uz_time_75_04_.npz,[87],[0.95491844],[441],[0.59567916]
Uz_time_75_05_.npz,[89],[0.94511604],[443],[0.5573856]
Uz_time_75_06_.npz,[87],[0.966348],[499],[0.6017361]
Uz_time_75_07_.npz,[87],[0.96599823],[466],[0.588569]
Uz_time_75_08_.npz,[85],[0.9554184],[446],[0.72703236]
Uz_time_75_09_.npz,[86],[0.9468119],[439],[0.8871549]
Uz_time_75_10_.npz,[85],[0.94060373],[434],[0.8678526]
Uz_time_75_11_.npz,[83],[0.95257545],[427],[0.7340241]
Uz_time_75_12_.npz,[84],[0.95896757],[430],[0.52927905]
Uz_time_75_13_.npz,[85],[0.9541082],[416],[0.5065294]
Uz_time_75_14_.npz,[83],[0.9667867],[392],[0.6725722]
Uz_time_75_15_.npz,[83],[0.96250683],[376],[0.7303851]
Uz_time_75_16_.npz,[82],[0.9595139],[375],[0.5982385]
Uz_time_75_17_.npz,[84],[0.96014684],[388],[0.34235317]
Uz_time_75_18_.npz,[82],[0.95717424],[389],[0.44102353]
Uz_time_75_19_.npz,[83],[0.96894526],[462],[0.46906176]
Uz_time_75_20_.npz,[83],[0.9633023],[377],[0.53175443]
Uz_time_75_21_.npz,[79],[0.9018254],[378],[0.44422916]
Uz_time_75_22_.npz,[79],[0.9364845],[368],[0.6507269]
Uz_time_75_23_.npz,[81],[0.94255483],[],[]
Uz_time_75_24_.npz,[81],[0.91306734],[439],[0.4987084]
Uz_time_75_25_.npz,[80],[0.9560127],[391],[0.7466502]
Uz_time_75_26_.npz,[83],[0.95865303],[394],[0.41128656]
Uz_time_75_27_.npz,[79],[0.9551038],[379],[0.4264544]
Uz_time_75_28_.npz,[75],[0.93688124],[384],[0.40122384]
Uz_time_75_29_.npz,[75],[0.9314745],[402],[0.29213098]
Uz_time_75_30_.npz,[76],[0.94362664],[330],[0.5579921]
Uz_time_75_31_.npz,[76],[0.9396464],[],[]
Uz_time_75_32_.npz,[75],[0.94234806],[313],[0.22950192]
Uz_time_75_33_.npz,[74],[0.92457134],[],[]
Uz_time_75_34_.npz,[75],[0.95597696],[277],[0.55300444]
Uz_time_75_35_.npz,[75],[0.94695204],[277],[0.22183737]
Uz_time_75_36_.npz,[75],[0.9523712],[278],[0.46136656]
Uz_time_75_37_.npz,[72],[0.9265162],[274],[0.53595316]
Uz_time_75_38_.npz,[75],[0.9491839],[290],[0.55872273]
Uz_time_75_39_.npz,[76],[0.95748395],[336],[0.5036743]
Uz_time_75_40_.npz,[76],[0.94635],[296],[0.6472014]
Uz_time_75_41_.npz,[70],[0.91891843],[256],[0.33448544]
Uz_time_75_42_.npz,[69],[0.9125286],[246],[0.40715176]
Uz_time_75_43_.npz,[68],[0.8593166],[266],[0.7468388]
Uz_time_75_44_.npz,[72],[0.8666804],[269],[0.5370303]
Uz_time_75_45_.npz,[68],[0.92620623],[230],[0.41530442]
Uz_time_75_46_.npz,[69],[0.91389716],[260],[0.4547403]
Uz_time_75_47_.npz,[70],[0.9106427],[233],[0.34399694]
Uz_time_75_48_.npz,[68],[0.9199033],[],[]
Uz_time_75_49_.npz,[67],[0.9341505],[],[]
Uz_time_75_50_.npz,[66],[0.9124938],[206],[0.4313709]
Uz_time_75_51_.npz,[66],[0.92192334],[],[]
Uz_time_75_52_.npz,[63],[0.87332946],[188],[0.5362283]
Uz_time_75_53_.npz,[65],[0.8419083],[182],[0.4019473]
Uz_time_75_54_.npz,[66],[0.94046474],[191],[0.5150376]
Uz_time_75_55_.npz,[63],[0.9050108],[182],[0.63599396]
Uz_time_75_56_.npz,[65],[0.93218285],[183],[0.532158]
Uz_time_75_57_.npz,[64],[0.9642147],[180],[0.53363585]
Uz_time_75_58_.npz,[63],[0.94614065],[],[]
Uz_time_75_59_.npz,[59],[0.7063886],[],[]
Uz_time_75_60_.npz,[62],[0.9648979],[170],[0.43975627]
Uz_time_75_61_.npz,[61],[0.9639657],[166],[0.54989976]
Uz_time_75_62_.npz,[63],[0.9617613],[171],[0.6079581]
Uz_time_75_63_.npz,[62],[0.9531933],[166],[0.43130317]
Uz_time_75_64_.npz,[59],[0.9532638],[147],[0.52959824]
Uz_time_75_65_.npz,[59],[0.926531],[158],[0.56472623]
Uz_time_75_66_.npz,[54],[0.93090403],[138],[0.25923654]
Uz_time_75_67_.npz,[57],[0.95469356],[135],[0.56093645]
Uz_time_75_68_.npz,[51],[0.9360701],[119],[0.55085325]
Uz_time_75_69_.npz,[49],[0.9326685],[118],[0.43191892]
Uz_time_75_70_.npz,[48],[0.93898916],[102],[0.51556605]
Uz_time_75_71_.npz,[47],[0.9510317],[103],[0.5142744]
Uz_time_75_72_.npz,[46],[0.92304134],[83],[0.7415967]
Uz_time_75_73_.npz,[44],[0.94475806],[83],[0.26458633]
Uz_time_75_74_.npz,[40],[0.90386164],[],[]
Uz_time_75_75_.npz,[42],[0.9691129],[69],[0.7129714]
Uz_time_75_76_.npz,[47],[0.9451797],[108],[0.33016056]
Uz_time_75_77_.npz,[48],[0.9177879],[91],[0.6480008]
Uz_time_75_78_.npz,[51],[0.94673276],[103],[0.6625831]
Uz_time_75_79_.npz,[51],[0.94161594],[],[]
Uz_time_75_80_.npz,[57],[0.885649],[117],[0.3174164]
Uz_time_75_81_.npz,[58],[0.8896155],[198],[0.3947031]
Uz_time_75_82_.npz,[58],[0.9055014],[],[]
Uz_time_75_83_.npz,[58],[0.921546],[],[]
Uz_time_75_84_.npz,[55],[0.81060827],[],[]
Uz_time_75_85_.npz,[62],[0.9662308],[170],[0.30430585]
Uz_time_75_86_.npz,[65],[0.9567837],[186],[0.47192034]
Uz_time_75_87_.npz,[64],[0.9414306],[],[]
Uz_time_75_88_.npz,[65],[0.94028187],[346],[0.42570078]
Uz_time_75_89_.npz,[66],[0.9652682],[203],[0.4582299]
Uz_time_75_90_.npz,[66],[0.9550637],[210],[0.514056]
Uz_time_75_91_.npz,[62],[0.9119287],[459],[0.45046195]
Uz_time_75_92_.npz,[68],[0.94036007],[218],[0.40107375]
Uz_time_75_93_.npz,[68],[0.9308096],[210],[0.2962479]
Uz_time_75_94_.npz,[59],[0.88122654],[512],[0.28502548]
Uz_time_75_95_.npz,[67],[0.91761774],[],[]
Uz_time_75_96_.npz,[71],[0.91552764],[235],[0.29459825]
Uz_time_76_01_.npz,[88],[0.9531298],[495],[0.6868601]
Uz_time_76_02_.npz,[89],[0.96100765],[493],[0.64103186]
Uz_time_76_03_.npz,[90],[0.9619788],[440],[0.47685647]
Uz_time_76_04_.npz,[90],[0.96043396],[461],[0.6878712]
Uz_time_76_05_.npz,[89],[0.95130104],[470],[0.47210145]
Uz_time_76_06_.npz,[88],[0.9608673],[468],[0.6373666]
Uz_time_76_07_.npz,[88],[0.95889324],[453],[0.5268327]
Uz_time_76_08_.npz,[86],[0.9606701],[455],[0.7222236]
Uz_time_76_09_.npz,[87],[0.96300495],[448],[0.8762058]
Uz_time_76_10_.npz,[86],[0.9676092],[445],[0.8135854]
Uz_time_76_11_.npz,[86],[0.9574888],[431],[0.8587831]
Uz_time_76_12_.npz,[86],[0.9606835],[427],[0.858498]
Uz_time_76_13_.npz,[86],[0.9492901],[424],[0.81849205]
Uz_time_76_14_.npz,[85],[0.95533353],[422],[0.84300524]
Uz_time_76_15_.npz,[85],[0.95213467],[394],[0.66554177]
Uz_time_76_16_.npz,[85],[0.960499],[392],[0.6346424]
Uz_time_76_17_.npz,[85],[0.9393489],[407],[0.7984343]
Uz_time_76_18_.npz,[87],[0.9572464],[416],[0.23685591]
Uz_time_76_19_.npz,[84],[0.9546452],[387],[0.46035764]
Uz_time_76_20_.npz,[82],[0.9562563],[383],[0.84056824]
Uz_time_76_21_.npz,[83],[0.95656127],[378],[0.78611434]
Uz_time_76_22_.npz,[79],[0.9498594],[379],[0.63468874]
Uz_time_76_23_.npz,[82],[0.9535373],[373],[0.7541579]
Uz_time_76_24_.npz,[83],[0.9599038],[377],[0.41607004]
Uz_time_76_25_.npz,[83],[0.95825505],[375],[0.5413278]
Uz_time_76_26_.npz,[83],[0.9598936],[383],[0.65635645]
Uz_time_76_27_.npz,[80],[0.9700613],[338],[0.44280463]
Uz_time_76_28_.npz,[77],[0.8789142],[390],[0.4366122]
Uz_time_76_29_.npz,[78],[0.9245584],[358],[0.5766502]
Uz_time_76_30_.npz,[78],[0.9614893],[342],[0.8787833]
Uz_time_76_31_.npz,[78],[0.9470753],[326],[0.6136298]
Uz_time_76_32_.npz,[77],[0.93931824],[348],[0.36805832]
Uz_time_76_33_.npz,[79],[0.9344725],[320],[0.5441916]
Uz_time_76_34_.npz,[75],[0.9359932],[377],[0.20277171]
Uz_time_76_35_.npz,[76],[0.9469776],[374],[0.48751694]
Uz_time_76_36_.npz,[77],[0.95600194],[],[]
Uz_time_76_37_.npz,[77],[0.93006223],[398],[0.32706857]
Uz_time_76_38_.npz,[75],[0.91987884],[362],[0.24875794]
Uz_time_76_39_.npz,[79],[0.94233525],[308],[0.7125821]
Uz_time_76_40_.npz,[78],[0.95452935],[381],[0.6887291]
Uz_time_76_41_.npz,[75],[0.94884276],[278],[0.2585753]
Uz_time_76_42_.npz,[74],[0.95096266],[267],[0.47275326]
Uz_time_76_43_.npz,[72],[0.9223574],[341],[0.679772]
Uz_time_76_44_.npz,[75],[0.94535375],[249],[0.56508267]
Uz_time_76_45_.npz,[74],[0.9419404],[272],[0.31965008]
Uz_time_76_46_.npz,[72],[0.9001129],[255],[0.6152306]
Uz_time_76_47_.npz,[74],[0.8988276],[262],[0.42943886]
Uz_time_76_48_.npz,[62],[0.7088648],[390],[0.40517962]
Uz_time_76_49_.npz,[73],[0.8587723],[],[]
Uz_time_76_50_.npz,[70],[0.899943],[],[]
Uz_time_76_51_.npz,[71],[0.9177813],[272],[0.22849765]
Uz_time_76_52_.npz,[71],[0.87184685],[269],[0.41364294]
Uz_time_76_53_.npz,[71],[0.91349083],[267],[0.2965942]
Uz_time_76_54_.npz,[70],[0.921557],[262],[0.347609]
Uz_time_76_55_.npz,[70],[0.9444759],[234],[0.25263286]
Uz_time_76_56_.npz,[70],[0.94936293],[226],[0.6822177]
Uz_time_76_57_.npz,[68],[0.95593053],[210],[0.48031834]
Uz_time_76_58_.npz,[67],[0.9377791],[210],[0.37997383]
Uz_time_76_59_.npz,[63],[0.8853175],[203],[0.3273495]
Uz_time_76_60_.npz,[67],[0.9642013],[200],[0.20662785]
Uz_time_76_61_.npz,[66],[0.9646955],[],[]
Uz_time_76_62_.npz,[66],[0.9674991],[207],[0.47577387]
Uz_time_76_63_.npz,[65],[0.96091664],[179],[0.2538924]
Uz_time_76_64_.npz,[65],[0.955423],[354],[0.48740816]
Uz_time_76_65_.npz,[61],[0.93647724],[],[]
Uz_time_76_66_.npz,[59],[0.92130065],[],[]
Uz_time_76_67_.npz,[61],[0.96469295],[162],[0.31922087]
Uz_time_76_68_.npz,[59],[0.9262737],[160],[0.5491789]
Uz_time_76_69_.npz,[59],[0.94401085],[157],[0.48889276]
Uz_time_76_70_.npz,[56],[0.91490144],[154],[0.33189344]
Uz_time_76_71_.npz,[55],[0.94026005],[114],[0.5058624]
Uz_time_76_72_.npz,[53],[0.93717873],[118],[0.61745745]
Uz_time_76_73_.npz,[49],[0.91912234],[112],[0.48334298]
Uz_time_76_74_.npz,[52],[0.94472635],[110],[0.592469]
Uz_time_76_75_.npz,[42],[0.964407],[72],[0.64158]
Uz_time_76_76_.npz,[43],[0.9480728],[],[]
Uz_time_76_77_.npz,[49],[0.9283784],[98],[0.37802875]
Uz_time_76_78_.npz,[49],[0.92269504],[96],[0.5519442]
Uz_time_76_79_.npz,[48],[0.8999944],[98],[0.5483722]
Uz_time_76_80_.npz,[51],[0.9296181],[107],[0.42026463]
Uz_time_76_81_.npz,[55],[0.93600285],[122],[0.5377447]
Uz_time_76_82_.npz,[58],[0.9487347],[125],[0.5059021]
Uz_time_76_83_.npz,[59],[0.9363074],[126],[0.5216679]
Uz_time_76_84_.npz,[58],[0.8941936],[],[]
Uz_time_76_85_.npz,[61],[0.97074234],[165],[0.68351126]
Uz_time_76_86_.npz,[65],[0.9736355],[194],[0.5642627]
Uz_time_76_87_.npz,[65],[0.9623979],[206],[0.56959337]
Uz_time_76_88_.npz,[66],[0.96400815],[203],[0.53513426]
Uz_time_76_89_.npz,[65],[0.96967256],[198],[0.54015815]
Uz_time_76_90_.npz,[66],[0.967473],[194],[0.57863325]
Uz_time_76_91_.npz,[65],[0.9343225],[466],[0.3559262]
Uz_time_76_92_.npz,[68],[0.95488787],[208],[0.2549227]
Uz_time_76_93_.npz,[68],[0.9398573],[226],[0.40489322]
Uz_time_76_94_.npz,[63],[0.9062737],[],[]
Uz_time_76_95_.npz,[66],[0.9280407],[],[]
Uz_time_76_96_.npz,[69],[0.8883037],[244],[0.34214067]
Uz_time_77_01_.npz,[87],[0.96718353],[496],[0.6131819]
Uz_time_77_02_.npz,[88],[0.95063835],[495],[0.5757159]
Uz_time_77_03_.npz,[88],[0.9469697],[479],[0.6254695]
Uz_time_77_04_.npz,[88],[0.947743],[439],[0.55786526]
Uz_time_77_05_.npz,[88],[0.93221134],[458],[0.70196]
Uz_time_77_06_.npz,[86],[0.9537682],[441],[0.49400866]
Uz_time_77_07_.npz,[87],[0.9653266],[440],[0.63411784]
Uz_time_77_08_.npz,[86],[0.95428824],[460],[0.5167022]
Uz_time_77_09_.npz,[85],[0.944431],[458],[0.7540727]
Uz_time_77_10_.npz,[84],[0.9554001],[453],[0.6792909]
Uz_time_77_11_.npz,[85],[0.95368385],[445],[0.6372602]
Uz_time_77_12_.npz,[84],[0.9543523],[434],[0.7074212]
Uz_time_77_13_.npz,[85],[0.94874245],[428],[0.86752754]
Uz_time_77_14_.npz,[83],[0.96788967],[],[]
Uz_time_77_15_.npz,[83],[0.95972425],[375],[0.38599756]
Uz_time_77_16_.npz,[82],[0.95826566],[382],[0.58853984]
Uz_time_77_17_.npz,[82],[0.960537],[379],[0.5287606]
Uz_time_77_18_.npz,[83],[0.9575031],[386],[0.3024595]
Uz_time_77_19_.npz,[83],[0.9662899],[386],[0.45899805]
Uz_time_77_20_.npz,[82],[0.95478565],[371],[0.38303086]
Uz_time_77_21_.npz,[81],[0.94030654],[382],[0.3080612]
Uz_time_77_22_.npz,[79],[0.9485069],[377],[0.70973456]
Uz_time_77_23_.npz,[82],[0.9127235],[373],[0.6333522]
Uz_time_77_24_.npz,[80],[0.9417849],[378],[0.58054453]
Uz_time_77_25_.npz,[80],[0.96787304],[363],[0.725466]
Uz_time_77_26_.npz,[82],[0.9569317],[387],[0.6688371]
Uz_time_77_27_.npz,[81],[0.94855344],[401],[0.45075822]
Uz_time_77_28_.npz,[76],[0.9528699],[403],[0.3776567]
Uz_time_77_29_.npz,[79],[0.9523728],[350],[0.57318896]
Uz_time_77_30_.npz,[77],[0.94021726],[333],[0.8340669]
Uz_time_77_31_.npz,[79],[0.949864],[333],[0.6575119]
Uz_time_77_32_.npz,[76],[0.9417811],[330],[0.62534946]
Uz_time_77_33_.npz,[75],[0.9356228],[],[]
Uz_time_77_34_.npz,[75],[0.93889415],[346],[0.33518142]
Uz_time_77_35_.npz,[75],[0.92645335],[337],[0.748903]
Uz_time_77_36_.npz,[75],[0.93930876],[346],[0.5160504]
Uz_time_77_37_.npz,[74],[0.9173714],[],[]
Uz_time_77_38_.npz,[75],[0.93110687],[],[]
Uz_time_77_39_.npz,[75],[0.91936016],[271],[0.3773982]
Uz_time_77_40_.npz,[76],[0.9603304],[],[]
Uz_time_77_41_.npz,[71],[0.933549],[],[]
Uz_time_77_42_.npz,[71],[0.9258105],[254],[0.6398634]
Uz_time_77_43_.npz,[70],[0.9290019],[262],[0.26135024]
Uz_time_77_44_.npz,[72],[0.9264709],[251],[0.6817796]
Uz_time_77_45_.npz,[71],[0.9322122],[243],[0.5527843]
Uz_time_77_46_.npz,[70],[0.9175887],[266],[0.5750101]
Uz_time_77_47_.npz,[70],[0.911341],[235],[0.42586094]
Uz_time_77_48_.npz,[65],[0.92375183],[],[]
Uz_time_77_49_.npz,[67],[0.93045014],[223],[0.32742497]
Uz_time_77_50_.npz,[66],[0.87832874],[234],[0.25613925]
Uz_time_77_51_.npz,[68],[0.9176051],[232],[0.36285907]
Uz_time_77_52_.npz,[67],[0.93630284],[210],[0.4138732]
Uz_time_77_53_.npz,[66],[0.87557095],[205],[0.44416618]
Uz_time_77_54_.npz,[67],[0.94115674],[222],[0.31131873]
Uz_time_77_55_.npz,[64],[0.9168511],[355],[0.24257486]
Uz_time_77_56_.npz,[66],[0.93533486],[],[]
Uz_time_77_57_.npz,[66],[0.95241797],[200],[0.33229932]
Uz_time_77_58_.npz,[63],[0.936808],[177],[0.41873786]
Uz_time_77_59_.npz,[63],[0.9524509],[170],[0.64448124]
Uz_time_77_60_.npz,[63],[0.95924026],[178],[0.4369543]
Uz_time_77_61_.npz,[64],[0.95828277],[194],[0.4127652]
Uz_time_77_62_.npz,[63],[0.96428615],[194],[0.4955163]
Uz_time_77_63_.npz,[62],[0.94320005],[195],[0.46430913]
Uz_time_77_64_.npz,[60],[0.9453513],[154],[0.4411067]
Uz_time_77_65_.npz,[61],[0.94646025],[160],[0.5269425]
Uz_time_77_66_.npz,[59],[0.9409017],[160],[0.35074538]
Uz_time_77_67_.npz,[59],[0.96237916],[139],[0.6864477]
Uz_time_77_68_.npz,[57],[0.9651613],[122],[0.47203407]
Uz_time_77_69_.npz,[57],[0.95077544],[140],[0.49518827]
Uz_time_77_70_.npz,[51],[0.92983925],[],[]
Uz_time_77_71_.npz,[52],[0.9514257],[118],[0.5587483]
Uz_time_77_72_.npz,[48],[0.9176404],[103],[0.26665518]
Uz_time_77_73_.npz,[48],[0.951152],[103],[0.28554797]
Uz_time_77_74_.npz,[45],[0.92289054],[83],[0.67876375]
Uz_time_77_75_.npz,[47],[0.92094076],[85],[0.58271617]
Uz_time_77_76_.npz,[42],[0.94150954],[67],[0.7586595]
Uz_time_77_77_.npz,[42],[0.9357712],[67],[0.6628845]
Uz_time_77_78_.npz,[45],[0.9366488],[71],[0.7367088]
Uz_time_77_79_.npz,[47],[0.9443122],[95],[0.58758014]
Uz_time_77_80_.npz,[54],[0.927337],[118],[0.7469239]
Uz_time_77_81_.npz,[54],[0.92295057],[],[]
Uz_time_77_82_.npz,[56],[0.9227719],[118],[0.6517489]
Uz_time_77_83_.npz,[57],[0.9448063],[118],[0.6942182]
Uz_time_77_84_.npz,[54],[0.9118867],[100],[0.30829152]
Uz_time_77_85_.npz,[60],[0.96485305],[152],[0.3652736]
Uz_time_77_86_.npz,[63],[0.9429843],[202],[0.31654853]
Uz_time_77_87_.npz,[64],[0.9634663],[205],[0.6956967]
Uz_time_77_88_.npz,[66],[0.9721485],[],[]
Uz_time_77_89_.npz,[65],[0.97333896],[209],[0.4643423]
Uz_time_77_90_.npz,[65],[0.9746515],[334],[0.5105335]
Uz_time_77_91_.npz,[65],[0.95148027],[210],[0.40781242]
Uz_time_77_92_.npz,[66],[0.95893425],[210],[0.50872517]
Uz_time_77_93_.npz,[67],[0.95142126],[206],[0.54239243]
Uz_time_77_94_.npz,[59],[0.89508945],[512],[0.47244915]
Uz_time_77_95_.npz,[67],[0.92627925],[],[]
Uz_time_77_96_.npz,[69],[0.92893785],[241],[0.38215438]
Uz_time_78_01_.npz,[89],[0.95094305],[506],[0.87366146]
Uz_time_78_02_.npz,[90],[0.95777094],[497],[0.853387]
Uz_time_78_03_.npz,[91],[0.49707347],[497],[0.60605276]
Uz_time_78_04_.npz,[90],[0.9682576],[489],[0.8461579]
Uz_time_78_05_.npz,[90],[0.9657313],[487],[0.778531]
Uz_time_78_06_.npz,[89],[0.9687857],[471],[0.6762287]
Uz_time_78_07_.npz,[89],[0.95694953],[466],[0.6665589]
Uz_time_78_08_.npz,[87],[0.96099883],[466],[0.48470175]
Uz_time_78_09_.npz,[87],[0.95498973],[463],[0.7182039]
Uz_time_78_10_.npz,[87],[0.95078903],[458],[0.82009685]
Uz_time_78_11_.npz,[87],[0.9603005],[450],[0.75121075]
Uz_time_78_12_.npz,[86],[0.9595834],[443],[0.82131135]
Uz_time_78_13_.npz,[87],[0.9616626],[437],[0.8007444]
Uz_time_78_14_.npz,[86],[0.95339435],[430],[0.851895]
Uz_time_78_15_.npz,[86],[0.94877815],[425],[0.81019104]
Uz_time_78_16_.npz,[85],[0.9539179],[412],[0.73255897]
Uz_time_78_17_.npz,[87],[0.95280224],[421],[0.3840337]
Uz_time_78_18_.npz,[86],[0.9363641],[394],[0.8009695]
Uz_time_78_19_.npz,[86],[0.9549791],[435],[0.34116116]
Uz_time_78_20_.npz,[83],[0.95599353],[401],[0.70754737]
Uz_time_78_21_.npz,[81],[0.95168364],[390],[0.80855113]
Uz_time_78_22_.npz,[81],[0.944941],[384],[0.73581076]
Uz_time_78_23_.npz,[82],[0.95453304],[380],[0.8464407]
Uz_time_78_24_.npz,[81],[0.9658203],[376],[0.840626]
Uz_time_78_25_.npz,[82],[0.95643324],[368],[0.86734545]
Uz_time_78_26_.npz,[83],[0.96097934],[365],[0.8042383]
Uz_time_78_27_.npz,[83],[0.95676726],[354],[0.53707457]
Uz_time_78_28_.npz,[79],[0.9673305],[322],[0.5669619]
Uz_time_78_29_.npz,[79],[0.9527642],[354],[0.5227173]
Uz_time_78_30_.npz,[79],[0.96235204],[349],[0.5676741]
Uz_time_78_31_.npz,[78],[0.9593449],[337],[0.43092352]
Uz_time_78_32_.npz,[76],[0.9381609],[345],[0.7708126]
Uz_time_78_33_.npz,[78],[0.9346501],[],[]
Uz_time_78_34_.npz,[75],[0.9379766],[366],[0.22503269]
Uz_time_78_35_.npz,[77],[0.91931796],[457],[0.71224487]
Uz_time_78_36_.npz,[79],[0.93300885],[],[]
Uz_time_78_37_.npz,[78],[0.947752],[358],[0.7191692]
Uz_time_78_38_.npz,[78],[0.94966733],[303],[0.21497887]
Uz_time_78_39_.npz,[79],[0.9541326],[],[]
Uz_time_78_40_.npz,[79],[0.94969654],[347],[0.64208925]
Uz_time_78_41_.npz,[76],[0.93449473],[282],[0.29294345]
